"","logFC","logCPM","LR","PValue","FDR"
"FBgn0013680",2.07788524976045,8.8785493111852,65.506359341188,5.79267447735539e-16,9.12346230183474e-12
"FBgn0013683",-4.26577388701763,3.18859224214645,55.6384083869333,8.7105034615674e-14,6.85952147598433e-10
"FBgn0028887",4.16734043872054,2.1320494146788,43.6735085859365,3.87988354393659e-11,2.03693886056671e-07
"RR48408_transposable_element",3.54264093986161,-0.771005838684185,38.3134155487198,6.02470356761067e-10,2.3722270297467e-06
"FBti0062695",10.2970609220062,5.41393712380169,31.7211250843978,1.77975729221686e-08,5.6062354704831e-05
"FBgn0034063",-0.634092745963324,4.29737523041963,28.6300713217782,8.76110055491601e-08,0.00020188689790183
"FBgn0035969",2.96532212659841,3.90311776668735,28.5838484373038,8.97275101785911e-08,0.00020188689790183
"FBgn0013687",-5.64385567535272,-1.75222296748336,24.4770372580755,7.52007617102545e-07,0.00132882024697356
"FBti0019353",5.53717245967706,-2.03733049663716,24.4583783316179,7.59325855413464e-07,0.00132882024697356
"FBgn0036781",2.20489397027981,-1.55014478010083,23.6198440671254,1.17370865300262e-06,0.00184859112847913
"FBgn0013697",-2.87163753184409,-0.845779726838876,19.7683723456991,8.74173119926356e-06,0.0124024395656399
"FBgn0262952",0.978144207533599,10.6720749391611,19.6196013170456,9.4494777642971e-06,0.0124024395656399
"FBgn0029831",-0.952338226691032,5.43356365220951,16.4584758337231,4.97273581905851e-05,0.0602466070385935
"FBgn0027527",5.20312904160263,3.59728737284805,16.2961974641713,5.41725509934387e-05,0.0609441198676185
"FBgn0013708",3.4853910177512,-2.04690658370379,15.2950835598533,9.19555295654187e-05,0.0965533060436896
"FBgn0031460",-0.995809746110663,1.19980522928493,14.5427369352665,0.000137015820959819,0.134867183563287
"FBgn0010591",-0.330903901047055,5.71659622299137,14.4286475416933,0.000145570928290532,0.134867183563287
"FBgn0013696",2.38830409373725,-1.22659937920712,14.0557374686892,0.000177471573729855,0.154646301206095
"FBti0019055",-4.99117594880724,1.34371860034584,13.9618555081557,0.000186557442724813,0.154646301206095
"FBgn0063923",-0.533982548437705,5.25298181971166,13.3467980223288,0.000258864241716216,0.194623025406155
"FBgn0262570",0.946377983143322,1.4895322422215,13.3029518883026,0.000264988593358316,0.194623025406155
"FBgn0000565",-0.607620539642459,5.6945175344226,13.1526839856736,0.000287107688637931,0.194623025406155
"FBgn0013681",1.2415693952098,6.96767654090868,13.0973007054407,0.000295721583522928,0.194623025406155
"FBgn0000276",3.36119791118858,4.45051841772615,13.091944012236,0.000296568419666522,0.194623025406155
"FBgn0013694",-1.50567545800293,-0.73754314023433,12.871819159274,0.000333567199746079,0.204823571167038
"FBgn0034629",-0.433130322049725,4.39536262093625,12.8464425218502,0.000338121450815428,0.204823571167038
"FBgn0003162",0.456622076755613,6.14761275168192,12.6129174674577,0.000383090107497324,0.223469229373439
"FBgn0030215",5.01649986940655,2.62932753323543,12.5155048708571,0.000403588714936643,0.227018652151862
"FBgn0026372",-0.548719758160439,9.85772058603337,12.2093343826515,0.000475509966509132,0.257322476337763
"FBgn0025352",-0.549889166835454,6.91682161302557,12.1528159730552,0.000490138050167168,0.257322476337763
"FBgn0010241",1.3361564270118,3.29709340633699,11.9618848993374,0.000542999128537222,0.272500657524856
"FBgn0029860",-0.466678906464559,3.97887780402958,11.8686389833187,0.000570871158465848,0.272500657524856
"FBgn0025642",-0.808317841890236,1.2594092854865,11.8435926934329,0.000578600861090994,0.272500657524856
"FBgn0040279",5.18537566341498,0.527481290851133,11.8010921957202,0.000591959831878098,0.272500657524856
"FBgn0023521",-0.443834338577807,3.01754217146277,11.7588169880655,0.000605557016721902,0.272500657524856
"FBgn0035357",1.11534040409622,1.69699018672341,11.6391590714375,0.000645777903899599,0.282527832956075
"FBgn0034692",-0.580414786730616,0.44714019655213,11.5759130861707,0.000668116207544982,0.28440081807658
"FBgn0264380",2.21511045425515,-2.83794265598695,11.4852693586973,0.000701499596184163,0.290753122102646
"FBgn0044028",0.49367547222719,2.02780197322475,11.339395317958,0.000758800271608734,0.299252587644319
"FBgn0262007",1.5155677491926,6.01486446199155,11.2867825660854,0.000780608453583642,0.299252587644319
"FBgn0013689",1.22551189340098,0.452972070443704,11.2768449929259,0.000784798190395882,0.299252587644319
"FBgn0002562",2.75506817844137,3.59415931333825,11.2458627858477,0.000798006900384851,0.299252587644319
"FBgn0021765",-0.645864698785417,6.49536710512264,11.1404570052192,0.000844650794116652,0.309377907147378
"FBgn0031652",-0.481078489080387,3.27404133432845,10.912872924685,0.000954983061565398,0.341345383003745
"FBgn0030013",-0.624773507399104,4.72145751341538,10.8739320034124,0.000975272522867843,0.341345383003745
